"Star_number":"Star_name":"DISTANCE (LIGHTYEARS)":"TEMPERATURE":"Relative Mass":"radius":"Luminosity":"Star Type"
2388:"St. Andre":120,166:2750:0,2:0,42:0,07:"M5V"
856:"Fefferfer":203,944:4327:0,6:0,81:0,59:"K3V"
2380:"Soul":469,4:3090:0,2:0,52:0,03:"M2V"
782:"El Kerak":375,541:2418:0,2:0,55:0,02:"M7V"
2037:"Plataea":166,726:4067:0,8:0,8:0,22:"K5V"
1628:"Mattisskogen":366,096:NA:0,3:0,66:0,03:"M6V"
1374:"Klathan":178,057:2533:NA:0,2:0,05:"M5V"
1609:"Marik":109,575:5755:0,9:1,08:1,22:"G2V"
1212:"Isabela":363,563:3382:0,4:0,6:0,02:"M1V"
2105:"Radostov":311,275:3769:0,6:0,94:0,39:"K5V"
709:"Dichell":579,927:2597:0,1:0,53:0,01:"M5V"
2729:"Waycross":142,952:3436:0,2:0,23:0,06:"M1V"
1038:"Halgrim":644,72:2720:0,3:0,29:0,03:"M2V"
260:"Barlow's End":310,951:5232:NA:1,07:0,96:"G2V"
1098:"Hermagor":389,709:4134:0,6:0,92:0,32:"K6V"
1795:"Namen":275,865:NA:0,1:0,31:0,02:"M2V"
2328:"Sichuan":114,02:2571:0,3:0,13:0,01:"M7V"
2999:"Köningsberg":1228,04:2449:0,3:0,23:0,07:"M2V"
1327:"Kennard":476,896:2963:0,3:0,08:0,05:"M2V"
1091:"Helsingfors":209,705:4497:0,5:NA:0,15:"K2V"
1494:"Ling":128,8:3585:0,2:0,4:0,05:"M0V"
2936:"Barcella":1896,522:2824:0,3:0,55:0,04:"M2V"
2481:"Tanh Linh":249,237:2519:0,3:0,49:0,01:"M2V"
2556:"Tiskilwa":232,043:2481:0,1:0,13:0,07:"M3V"
602:"Corodiz":398,705:2511:NA:0,67:0,03:"M3V"
2139:"Rennes":545,482:3054:0,2:0,66:0,06:"M1V"
1311:"Kautokeino":394,552:2935:0,2:0,13:0,05:"M1V"
1081:"Helbrent":427,121:2517:0,1:0,56:0,04:"M1V"
2913:"Micros":564,446:5277:0,8:1,11:1,2:"G2V"
1774:"Muridox":396,698:5819:0,9:1,03:0,65:"G2V"
2798:"Yeguas":324,335:2444:0,2:0,39:0,08:"M6V"
2214:"Salardion":396,437:3778:0,5:0,85:0,55:"K6V"
637:"Cussar":185,663:2615:0,2:0,41:0,06:"M1V"
2922:"Siendou":313,183:3176:0,4:0,51:0,02:"M0V"
3135:"Hamar":771,683:2534:0,3:0,68:0,05:"M5V"
1678:"Menkib":149,445:2885:0,2:0,49:0,07:"M2V"
728:"Domain":250,282:4046:0,7:0,75:0,36:"K2V"
1338:"Keystone":163,642:2594:0,1:0,31:0,03:"M6V"
1046:"Hamilton":88,794:2542:0,4:0,16:0,03:"M2V"
3085:"Rim Worlds Republic Outpost #4":1773,572:2885:0,2:0,17:0,08:"M2V"
861:"Ferleiten":354,742:4126:0,5:0,9:0,35:"K2V"
952:"Gibson":326,654:2404:0,1:0,48:0,03:"M8V"
1900:"Novara":384,151:3762:0,7:0,94:0,57:"K2V"
1144:"Hrafn":660,835:4475:0,8:0,87:0,43:"K3V"
2930:"Babylon":1605,647:2456:0,1:0,62:0,03:"M0V"
2639:"Uzhgorod":221,412:2541:0,2:0,61:0,05:"M2V"
1523:"Lovinac":391,369:3391:0,4:0,15:0,02:"M0V"
373:"Botany Bay":514,774:4258:0,8:0,84:0,59:"K0V"
2643:"Vakarel":379,267:3550:0,3:0,57:0,07:"M1V"
925:"Gallitzin":209,777:2834:NA:0,42:0,03:"M0V"
1458:"Larned":295,318:5720:0,8:0,99:0,82:"G2V"
113:"Amber":471,531:3845:0,5:0,95:0,12:"K7V"
2589:"Trondheimal":463,951:2413:0,4:0,09:0,06:"M3V"
1583:"Mandaree":358,853:2798:0,4:0,23:0,02:"M2V"
1527:"Luanda":522,453:4106:0,6:0,71:0,28:"K6V"
2601:"Turin":368,468:2445:0,4:0,26:0,04:"M1V"
809:"Entalun":335,777:2612:0,3:0,29:0,06:"M2V"
1236:"Jardine":220,671:4500:NA:0,81:0,32:"K3V"
1001:"Greeley":451,056:2407:0,3:0,44:0,06:"M8V"
2931:"Circe":1619,476:5549:0,8:0,98:1,24:"G2V"
2530:"Thessalonika":313,612:2530:NA:0,21:0,04:"M8V"
1410:"Krakatau":349,279:3821:0,5:0,77:0,33:"K7V"
1746:"Monroe":405,723:4176:0,5:0,93:0,38:"K5V"
2260:"Schiedam":359,472:5264:0,9:1,03:1,01:"G5V"
855:"Fatima":178,492:5445:0,9:1,1:0,91:"G5V"
1230:"Jaipur":330,667:2535:0,3:0,58:0,03:"M0V"
2624:"Ulysses":413,701:3355:0,1:0,43:0,04:"M1V"
1626:"Matsu":157,13:2751:0,4:0,27:0,05:"M1V"
2969:"York":1808,4:3897:0,7:0,92:0,09:"K1V"
1121:"Hoensbroek":502,638:2623:0,3:0,67:0,02:"M2V"
2045:"Pojos":386,641:3703:0,5:0,9:0,24:"K7V"
100:"Altenmarkt":224,223:2642:0,3:0,51:0,01:"M0V"
2876:"Pompey":536,788:4492:0,7:0,88:0,58:"K2V"
1254:"Joan's Post":565,66:4277:0,5:0,95:0,41:"K5V"
296:"Bellatrix":355,774:3719:0,6:0,86:0,25:"K7V"
48:"Al Hillah":180,502:2480:0,4:0,42:0,06:"M6V"
267:"Basantapur":462,307:4107:0,5:0,75:0,39:"K3V"
1068:"Hawktor":560,441:2820:0,2:0,14:0,06:"M3V"
1379:"Knutdor":242,812:2650:0,3:0,45:0,06:"M2V"
11:"Abramkovo":332,106:3285:0,4:0,14:0,01:"M2V"
1073:"Heart Fjord":244,272:2524:0,2:NA:0,03:"M8V"
58:"Alcyone":236,381:2510:0,2:0,4:0,03:"M7V"
1267:"Jubka":398,759:5402:NA:0,98:1,07:"G2V"
2691:"Vinstra":548,68:4156:0,5:0,89:0,31:"K0V"
1903:"Novo Tressida":522,458:3774:0,6:0,93:0,47:"K7V"
308:"Bergtatt":392,916:2481:0,2:0,51:0,08:"M6V"
2625:"Umgard":437,137:5549:1:0,97:0,89:"G4V"
1187:"Imbrial":298,28:3050:0,1:0,59:0,02:"M2V"
3010:"Chaine Cluster":615,431:4331:0,6:0,92:0,44:"K3V"
2002:"Peabody":331,443:3718:0,5:0,76:0,28:"K6V"
1517:"Loric":233,599:3780:0,8:0,95:0,22:"K7V"
2532:"Thibodaux":576,214:2608:0,2:0,69:0,05:"M5V"
1249:"Jesenice":438,084:5049:0,5:0,8:0,53:"K0V"
1785:"Nadrin":348,528:3148:0,1:0,65:0,03:"M3V"
1972:"Palladix":475,111:2802:0,3:NA:0,02:"M2V"
2468:"Talisker":133,4:2898:0,4:0,12:0,05:"M5V"
173:"Aristotle":194,767:2786:0,1:0,54:0,03:"M3V"
2498:"Tau Ceti":12,785:5473:0,8:1,04:1,26:"G5V"
2126:"Redfield":254,73:3352:0,4:0,38:0,06:"M0V"
8:"Aberystwyth":434,937:2671:0,2:0,58:0,01:"M2V"
2636:"Urich":429,763:2577:0,1:0,15:0,07:"M6V"
1959:"Ouagadougou":467,298:2493:0,4:NA:0,03:"M5V"
2545:"Tikonov":111,166:2741:0,4:0,19:0,05:"M1V"
563:"Claxton":264,639:4005:0,7:NA:0,32:"K3V"
2231:"Sanurcha":372,867:4622:0,6:0,87:0,5:"K0V"
1585:"Mandeville":727,345:3356:0,1:0,48:0,07:"M1V"
1394:"Konopiste":288,934:3994:NA:0,84:0,29:"K3V"
1715:"Minnacora":187,311:2578:0,4:0,5:0,01:"M3V"
1392:"Komephoros":98,1:5601:1:NA:1,29:"G4V"
2928:"Arcadia":1612,952:2702:0,2:0,25:0,01:"M5V"
3113:"Interstellar Expeditions Base #22":1900,682:2578:0,2:0,67:0,07:"M3V"
193:"Ashkum":150,856:4290:0,7:0,81:0,31:"K2V"
2628:"Undra":162,402:4462:0,7:0,9:0,46:"K3V"
1472:"Lee":188,655:2791:0,4:0,27:0,07:"M3V"
607:"Cosenza":363,777:3520:0,1:0,49:0,06:"M1V"
3123:"Star Cluster 1108":1962,697:5392:1:1,12:1,43:"G2V"
1687:"Merowinger":608,18:2683:0,4:0,58:0,02:"M3V"
2425:"Styk":106,211:2418:0,4:0,2:0,07:"M5V"
2903:"Gant":555,882:2808:0,3:0,13:0,02:"M4V"
2184:"Royal Foxx":441,428:3126:0,2:0,22:0,04:"M3V"
2604:"Turko":248,574:2699:0,2:0,67:0,06:"M3V"
795:"Elnath":128,562:5340:0,9:1,05:1,41:"G5V"
661:"Danxian":347,841:2544:0,3:0,4:0,07:"M0V"
2242:"Sarmaxa":171,838:2858:0,1:0,08:0,06:"M0V"
3174:"Matteo":328,476:2737:0,3:0,18:0,01:"M5V"
90:"Alpheratz":525,519:3050:0,2:0,29:0,03:"M2V"
538:"Chichibu":117,458:5328:0,8:0,96:1,22:"G5V"
901:"Freedom":125,455:3524:0,2:0,47:0,06:"M0V"
2088:"Quantraine":499,698:4348:0,7:0,76:0,35:"K1V"
2172:"Romulus":389,876:4678:0,5:0,95:0,17:"K0V"
1105:"Hexare":235,219:2898:0,3:0,22:0,02:"M2V"
834:"Everett":175,414:2673:0,3:0,66:0,04:"M1V"
3124:"Star Cluster 752":1375,885:3878:0,8:0,86:0,1:"K7V"
2005:"Pell":335,266:2623:0,3:0,08:0,07:"M1V"
2959:"Shadow":1749,943:5462:0,9:1,07:1,31:"G5V"
1762:"Morrill":397,281:2532:0,2:0,51:0,01:"M1V"
2504:"Tchamba":335,189:4360:0,5:0,81:0,57:"K5V"
1280:"Kajikazawa":167,797:2697:0,4:0,47:0,03:"M6V"
2581:"Trentham":462,809:2590:0,1:0,64:0,03:"M6V"
1674:"Menkalinan":70,618:2578:0,3:0,15:0,06:"M3V"
1958:"Ottumwa":399,975:2852:0,2:0,36:0,07:"M5V"
1465:"Launam":167,677:2855:0,1:0,26:0,03:"M5V"
2885:"Blackbone":499,083:NA:0,4:0,24:0,07:"M2V"
2200:"Sabik":58,472:2813:0,3:0,55:0,07:"M5V"
2437:"Sun Prairie":326,464:3509:0,2:0,67:0,01:"M0V"
2592:"Tsamma":450,196:3328:0,4:NA:0,04:"M1V"
576:"Colia":363,701:2561:0,4:0,1:0,05:"M3V"
340:"Blair Atholl":288,544:NA:0,2:0,65:0,03:"M1V"
1002:"Green Stone":413,714:2692:0,3:0,56:0,02:"M3V"
449:"Camadeierre":456,738:5217:0,9:1,01:0,72:"G4V"
1294:"Karachi":380,368:3238:0,1:0,22:0,08:"M3V"
2095:"Quilino":358,63:5643:1:1,13:0,87:"G2V"
1198:"Ingonish":355,186:3979:0,8:0,88:0,1:"K1V"
384:"Braum":332,168:3398:0,3:0,41:0,07:"M2V"
540:"Chilung":276,327:4271:0,6:0,85:0,23:"K5V"
2728:"Waxell":332,347:2533:0,4:0,26:0,04:"M0V"
723:"Dixie":254,729:3204:0,4:0,65:0,01:"M2V"
2394:"St. Robert":434,616:3185:NA:0,1:0,02:"M1V"
1403:"Kostinbrod":406,765:2775:0,4:0,31:0,04:"M2V"
2764:"Wingzar":483,736:2510:0,4:0,48:0,04:"M3V"
2615:"Ugland":567,986:5606:0,9:1,06:1,45:"G3V"
1986:"Parian":426,031:2743:0,2:0,27:0,03:"M5V"
824:"Esteros":311,441:3198:0,1:0,32:0,03:"M0V"
2935:"Atreus":1735,733:2415:0,3:0,58:0,03:"M5V"
137:"Angra":532,012:2499:0,1:NA:0,05:"M4V"
104:"Alto":221,46:2412:0,3:0,64:0,01:"M5V"
844:"Fallon":371,02:3778:0,5:0,72:0,2:"K7V"
960:"Giverny":628,863:3389:0,4:0,47:0,06:"M1V"
1416:"Kristiandsund":84,064:2654:0,4:0,15:0,01:"M2V"
1832:"New Hati":697,451:5581:1:1,11:0,84:"G3V"
2262:"Schmitt":527,197:3710:NA:0,93:0,21:"K6V"
1629:"Mauckport":430,337:2819:0,2:0,54:0,03:"M2V"
1714:"Minette":484,203:4181:0,7:0,79:0,37:"K3V"
3059:"Rim Worlds Republic Outpost #27":874,736:3817:0,5:0,91:0,49:"K3V"
1981:"Paracale":237,535:4063:0,7:0,7:0,45:"K2V"
143:"Annunziata":431,715:3755:0,8:0,75:0,49:"K6V"
2245:"Sartu":453,73:2586:0,3:0,49:0,02:"M1V"
180:"Armstrong":488,465:4527:0,5:0,72:0,16:"K3V"
3024:"Harris":814,835:3208:0,2:0,22:0,05:"M2V"
2967:"Tranquil":1762,306:5295:0,9:0,97:1,37:"G2V"
1784:"Naco":571,712:2454:NA:0,37:0,03:"M5V"
417:"Buenos Aires":342,472:3717:0,6:0,82:0,32:"K7V"
1828:"New Florence":91,356:2686:0,4:0,13:0,06:"M3V"
1153:"Hunan":119,486:5551:1:NA:1,26:"G4V"
1352:"Killbourn":14,06:2627:0,4:0,2:0,07:"M2V"
1871:"Niles":416,228:3421:0,3:0,42:0,03:"M1V"
1539:"Luthien":301,403:3224:0,3:0,53:0,04:"M3V"
316:"Bethel":231,664:2493:0,1:0,12:0,06:"M2V"
436:"Caldarium":502,778:5471:1:0,97:1,25:"G2V"
1138:"Hortense":508,989:3081:0,1:0,25:0,04:"M1V"
953:"Gienah":183,531:4208:0,8:0,9:0,24:"K2V"
1204:"Iolas":422,269:2825:0,3:0,27:0,06:"M1V"
1178:"Ildlandet":401,226:4050:0,7:0,89:0,33:"K4V"
2057:"Poulsbo":380,711:3321:0,2:0,26:0,07:"M2V"
3029:"Santiago":1000,343:2830:0,3:0,62:0,08:"M5V"
342:"Blandou":305,857:2745:0,2:0,23:0,08:"M1V"
24:"Ad Duwayd":520,786:2950:0,1:0,49:0,07:"M5V"
2842:"Zlatousi":480,441:4169:NA:0,73:0,14:"K4V"
3040:"Trelleborg":927,031:5647:1:1,03:1,24:"G2V"
3043:"Waystation 531":1540,049:5025:0,6:0,76:0,58:"K0V"
1256:"Johnson":588,568:2422:0,1:0,68:0,03:"M5V"
2352:"Skiland":552,08:5335:1:0,98:1,38:"G4V"
2734:"Wedgefield":405,478:3095:0,3:0,67:0,05:"M3V"
2197:"Saaremaa":194,994:2474:0,4:0,08:0,07:"M6V"
470:"Caracol":483,507:4059:0,6:0,8:0,2:"K3V"
174:"Arkab":215,16:3245:0,3:0,13:0,06:"M3V"
2769:"Wolcott":367,956:2473:0,1:NA:0,07:"M1V"
291:"Belamor":300,235:3568:0,2:0,13:0,02:"M0V"
2125:"Recife":396,695:5588:1:0,97:1,06:"G4V"
1810:"Nestor":172,538:3801:0,7:0,8:0,57:"K3V"
2354:"Skondia":63,99:2696:0,1:0,68:0,02:"M1V"
2569:"Tortuga Prime":704,53:2866:0,1:0,11:0,02:"M4V"
289:"Belacruz":418,31:5534:0,8:1,08:1,12:"G5V"
2642:"Vaj":205,369:3100:0,4:0,08:0,05:"M1V"
2160:"Robinson":232,81:2504:0,1:0,59:0,07:"M5V"
2471:"Tallassee":146,829:2540:0,1:0,45:0,04:"M5V"
1351:"Killarney":450,86:3046:0,2:0,21:0,07:"M4V"
2888:"Carvajal":603,335:4619:0,7:0,88:0,39:"K2V"
1980:"Panzyr":438,292:2445:0,2:0,67:0,05:"M3V"
1520:"Lothair":429,578:2603:0,2:0,68:0,04:"M4V"
1034:"Hainfeld":268,861:2735:0,4:0,47:0,05:"M5V"
3118:"Mizdargh":1397,117:2793:0,1:0,45:0,07:"M6V"
546:"Chita":568,687:3751:0,7:0,89:0,31:"K3V"
1797:"Nara":416,671:4158:0,7:0,88:0,24:"K0V"
2123:"Rasalhague":391,74:2532:0,3:0,57:0,05:"M5V"
1869:"Nihal":313,861:2655:0,1:0,23:0,08:"M6V"
2277:"Sendai":177,645:2406:0,2:0,19:0,01:"M8V"
1223:"Izar":114,389:NA:0,6:0,96:0,12:"K3V"
863:"Ferrara":321,097:5446:1:1,03:1,5:"G4V"
2711:"Waipahu":466,09:2441:0,4:0,67:0,06:"M4V"
517:"Champadanga":438,825:2437:0,1:0,14:0,04:"M6V"
1382:"Kobe":281,853:2851:0,4:0,29:0,05:"M5V"
2403:"Steeles":324,294:2686:0,1:0,67:0,03:"M6V"
47:"Akfata":420,516:3857:0,7:0,85:0,5:"K6V"
2365:"Snailzar":103,581:2598:0,2:0,67:0,04:"M3V"
3129:"Ålborg":744,608:5353:1:1,13:1,4:"G5V"
2752:"Wetumpka":552,376:4626:0,5:0,71:0,44:"K3V"
279:"Bayindir":383,041:4221:0,7:0,88:0,33:"K0V"
1214:"Isfahan":488,312:4282:0,7:0,71:0,27:"K2V"
102:"Althastan":433,243:3644:0,4:NA:0,05:"M0V"
1425:"Kurragin":203,261:2720:0,3:0,47:0,01:"M4V"
2006:"Pella":229,061:2979:0,2:0,28:0,08:"M4V"
3030:"St. Jean":1163,98:3791:0,8:0,75:0,46:"K5V"
278:"Bayeux":554,429:3701:0,6:0,93:0,34:"K3V"
2364:"Smythe":293,964:2547:0,2:0,66:0,08:"M5V"
1826:"New Delos":145,736:3136:0,2:0,42:0,02:"M1V"
458:"Campoleone":418,415:4258:0,6:0,72:0,44:"K2V"
2705:"Vosloorus":323,699:3463:0,4:0,34:0,05:"M0V"
976:"Golandrinas":430,955:5216:0,8:1,13:1:"G2V"
842:"Faleolo":274,904:2705:0,2:NA:0,06:"M5V"
1738:"Mokane":427,644:4050:0,5:0,95:0,3:"K6V"
3110:"Farhome":802,398:3061:0,3:0,21:0,03:"M3V"
1188:"Imbros":34,14:2425:0,1:0,66:0,05:"M2V"
2881:"Aea":453,838:4463:0,6:0,7:0,21:"K2V"
2370:"Sol":0:NA:0,6:0,73:0,16:"K2V"
2303:"Sheratan":46,156:2810:0,3:0,67:0,07:"M6V"
398:"Broaddus":468,359:2546:0,2:0,28:0,02:"M5V"
482:"Carnwath":103,787:3167:0,3:0,33:0,02:"M2V"
169:"Ares":198,423:2697:0,3:0,16:0,06:"M3V"
1447:"Lamon":136,449:4088:0,7:0,74:0,58:"K6V"
211:"Augustine":88,379:2738:0,2:0,45:0,02:"M3V"
1893:"Northfield":289,448:2534:0,3:0,34:0,06:"M5V"
2513:"Teng":300,501:2475:0,2:0,31:0,05:"M3V"
523:"Charity":411,035:2621:0,1:0,32:0,07:"M1V"
89:"Alphecca":77,664:NA:0,9:1,04:1,09:"G5V"
487:"Carver":21,423:4182:0,6:0,83:0,14:"K3V"
429:"Caerlaverock":490,109:3077:0,3:0,53:0,08:"M3V"
1133:"Hood":456,982:2508:0,4:0,46:0,07:"M8V"
534:"Chertan":76,311:5822:1:1,11:0,97:"G2V"
1282:"Kaldu":625,535:4458:0,6:0,84:0,49:"K0V"
213:"Aur":199,01:2743:0,2:0,46:0,07:"M2V"
712:"Die Moot":415,323:4127:0,5:0,83:0,36:"K2V"
819:"Errai":52,627:2447:0,3:0,58:0,05:"M4V"
2756:"Wilkes":346,179:3120:0,3:0,18:0,08:"M2V"
2007:"Pencader":354,437:3996:0,5:NA:0,59:"K5V"
2436:"Sumy":291,709:2939:0,3:0,68:0,03:"M2V"
2265:"Schwartz":461,704:NA:0,2:0,28:0,03:"M1V"
2112:"Raman":161,818:4852:0,5:0,95:0,39:"K2V"
2786:"Xhosa":174,559:5382:1:1,12:1,1:"G4V"
2266:"Scituate":236,889:4120:0,5:0,75:0,47:"K3V"
2018:"Petrolia":316,046:3891:0,5:0,82:0,19:"K7V"
2025:"Pierce":462,658:4349:0,5:0,78:0,22:"K5V"
1919:"Odabasi":225,235:NA:0,2:0,52:0,03:"M4V"
3064:"Union of Samoyedic Colonies":897:5295:0,9:1,14:1,11:"G4V"
2942:"Gatekeeper":1779,517:3789:0,5:0,84:0,6:"K3V"
496:"Cavalor":392,55:NA:0,7:0,71:0,39:"K7V"
1334:"Kesai":384,95:3754:0,7:0,89:0,59:"K3V"
1827:"New Exford":279,265:2726:0,4:0,69:0,01:"M4V"
1139:"Hot Springs":405,421:2534:0,3:0,4:0,01:"M4V"
283:"Beckars":526,153:3882:0,6:0,95:0,37:"K4V"
595:"Corbeanca":422,446:NA:0,8:1,08:1,3:"G4V"
36:"Afarsin":428,482:2643:0,3:NA:0,06:"M5V"
3164:"Tarragona":525,572:2668:0,4:0,1:0,02:"M2V"
1842:"New Oslo":386,446:2901:0,3:0,17:0,06:"M0V"
1771:"Mundrabilla":270,55:2539:0,3:0,23:0,04:"M2V"
2525:"Thannhausen":292,173:NA:0,5:0,88:0,56:"K2V"
369:"Borgan's Rift":425,268:5751:NA:1,11:1,12:"G2V"
1004:"Greypearl":527,032:2929:0,4:0,39:0,05:"M4V"
1637:"Maynard":304,505:3175:0,3:0,64:0,02:"M3V"
2661:"Vard":362,643:3504:0,3:0,26:0,05:"M1V"
936:"Ganshoren":164,004:2775:0,1:0,25:0,04:"M5V"
2322:"Shoreham":250,439:4163:0,7:0,78:0,54:"K3V"
1288:"Matahari":257,944:2814:0,2:0,5:0,08:"M5V"
1385:"Kogl":396,438:2829:0,3:0,17:0,04:"M2V"
1823:"New Crete":204,428:4098:0,5:0,72:0,37:"K5V"
2853:"Zwipadze":428,322:NA:0,6:0,94:0,29:"K3V"
44:"Aiguebelle":398,048:2842:0,4:0,52:0,05:"M4V"
1235:"Jardangal":618,339:2650:0,3:0,12:0,04:"M4V"
2623:"Ulvskollen":618,155:2935:0,4:0,61:0,08:"M2V"
3146:"Eliat":514,729:NA:1:0,98:1,39:"G4V"
1915:"Nykvarn":407,808:3305:0,3:0,1:0,03:"M1V"
2169:"Rohinjan":358,106:4159:0,7:0,81:0,4:"K3V"
3081:"SLSC A0V.4900":1008,835:2807:0,4:0,54:0,03:"M5V"
3075:"Thala":972,585:2625:0,1:0,43:0,04:"M2V"
1739:"Mokpo":321,189:2400:0,2:0,27:0,07:"M3V"
740:"Dresden":218,491:2447:0,1:0,59:0,04:"M5V"
3048:"Doggerbank":1033,575:2590:0,3:0,11:0,04:"M6V"
1168:"Ichlangis":413,894:2850:0,2:0,2:0,05:"M3V"
1191:"Inarcs":448,404:3126:0,2:0,39:0,06:"M2V"
1759:"Moritz":321,08:2937:0,4:0,61:0,03:"M3V"
1263:"Josselin":374,936:2692:0,3:0,39:0,06:"M5V"
1729:"Miyazaki":77,149:2770:0,2:0,39:0,05:"M3V"
1684:"Merlynpede":485,245:3106:0,4:0,65:0,03:"M2V"
325:"Biham":80,662:5432:1:0,96:1,45:"G5V"
2950:"Kirin":1837,467:4018:0,8:0,81:0,46:"K5V"
955:"Gillingham":543,516:2768:NA:0,33:0,06:"M2V"
587:"Conquista":307,25:2649:NA:0,49:0,03:"M5V"
1999:"Pavia":129,881:3863:0,6:0,94:0,15:"K3V"
2528:"The Edge":408,464:NA:0,1:0,59:0,04:"M6V"
2765:"Winter":460,895:4369:0,8:0,93:0,12:"K2V"
2052:"Port Arthur":287,246:2902:0,4:0,58:0,07:"M4V"
1939:"Oliver":32,57:NA:0,1:0,29:0,05:"M2V"
